#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
AllEnglish::LEP::P030,"essential","","","adjective","","/ɪˈsɛnʃəl/","","Absolutely necessary; extremely important.[cite: 9]","A positive frame of mind is essential if you want to succeed.[cite: 9]","Water is essential for all living beings.","It is essential that you follow the safety guidelines.","B2"
AllEnglish::LEP::P030,"succeed","","","verb","intransitive","/səkˈsiːd/","","To achieve the desired aim or result.[cite: 9]","A positive frame of mind is essential if you want to succeed.[cite: 9]","He is determined to succeed in his chosen career.","The marketing campaign succeeded beyond our expectations.","B2"
AllEnglish::LEP::P030,"out loud","","","phrase","","/aʊt laʊd/","","Spoken aloud, not silently.[cite: 9]","Pause and say the paragraph out loud.[cite: 9]","I often read my essays out loud to catch mistakes.","He laughed out loud at the comedian's joke.","B2"
AllEnglish::LEP::P030,"copy and paste","","","phrase","","/ˈkɒpi ənd peɪst/","","To duplicate text or data and insert it elsewhere.[cite: 9]","Copy+paste the text into a document.[cite: 9]","You can quickly copy and paste the link into the chat.","She copy and pasted the paragraph into her report.","B2"
AllEnglish::LEP::P030,"separate","","","verb","transitive","/ˈsɛpəreɪt/","","To cause to move or be apart.[cite: 9]","How could you separate this text into chunks?[cite: 9]","Please separate the recyclable materials from the trash.","The river separates the two cities.","B2"
AllEnglish::LEP::P030,"emphasis","","","noun","count/uncountable","/ˈɛmfəsɪs/","","Special importance, value, or prominence given to something.[cite: 9]","One word is given more emphasis than others.[cite: 9]","The school places a strong emphasis on physical education.","There was an emphasis on safety during the briefing.","B2"
AllEnglish::LEP::P030,"deliver","","","verb","transitive","/dɪˈlɪvə/","","To present or speak a line or speech to an audience.[cite: 9]","In each line you deliver, one word is given more emphasis.[cite: 9]","He delivered a powerful speech at the conference.","The actor delivered his lines flawlessly.","B2"
AllEnglish::LEP::P030,"tonic stress","","","noun phrase","","/ˈtɒnɪk strɛs/","","The main stress or most heavily emphasized word in a chunk or sentence.[cite: 9]","The tonic stress is marked by a word in CAPITAL LETTERS.[cite: 9]","Understanding tonic stress helps improve English intonation.","The tonic stress usually falls on the last content word of the phrase.","C1"
AllEnglish::LEP::P030,"capital letter","","","noun phrase","","/ˈkæpɪtl ˈlɛtə/","","A large letter used at the beginning of sentences or for emphasis.[cite: 9]","The tonic stress is marked by a word in CAPITAL LETTERS.[cite: 9]","Always start a person's name with a capital letter.","Using all capital letters online is considered shouting.","B2"
AllEnglish::LEP::P030,"basic","","","adjective","","/ˈbeɪsɪk/","","Forming an essential foundation or starting point; fundamental.[cite: 9]","It's a basic requirement of life on earth.[cite: 9]","The course covers the basic principles of accounting.","Food and shelter are basic human needs.","B2"
AllEnglish::LEP::P030,"requirement","","","noun","count","/rɪˈkwaɪəmənt/","","A thing that is needed or wanted.[cite: 9]","It's a basic requirement of life on earth.[cite: 9]","A university degree is a requirement for this position.","They failed to meet the safety requirements.","B2"
AllEnglish::LEP::P030,"human race","","","noun phrase","","/ˈhjuːmən reɪs/","","Human beings as a whole species.[cite: 9]","The human race drinks six million Cokes a day.[cite: 9]","Climate change poses a threat to the entire human race.","The history of the human race is full of innovation.","B2"
AllEnglish::LEP::P030,"put into perspective","","","idiom","","/pʊt ˈɪntʊ pəˈspɛktɪv/","","To compare something to other things so that it can be accurately judged.[cite: 9]","Now, let's just put that into some kind of perspective.[cite: 9]","Seeing the devastation put my own problems into perspective.","These statistics help to put the issue into perspective.","C1"
AllEnglish::LEP::P030,"perspective","","","noun","count","/pəˈspɛktɪv/","","A particular attitude towards or way of regarding something; a point of view.[cite: 9]","Let's just put that into some kind of perspective.[cite: 9]","From a financial perspective, the deal makes sense.","We need to look at the problem from a different perspective.","B2"
AllEnglish::LEP::P030,"consume","","","verb","transitive","/kənˈsjuːm/","","To eat, drink, or ingest something.[cite: 9]","If all the Coca-Cola ever consumed was poured over Niagara Falls.[cite: 9]","The engine consumes a large amount of fuel.","Teenagers tend to consume a lot of digital media.","B2"
AllEnglish::LEP::P030,"pour","","","verb","transitive","/pɔː/","","To flow rapidly in a steady stream.[cite: 9]","If all the Coca-Cola ever consumed was poured over Niagara Falls.[cite: 9]","She poured a cup of coffee for her guest.","The rain poured down heavily all afternoon.","B2"
AllEnglish::LEP::P030,"run dry","","","phrase","","/rʌn draɪ/","","To completely run out of water or a liquid resource.[cite: 9]","It would take nearly two days to run dry.[cite: 9]","The village well ran dry during the intense summer heat.","We need to conserve water before the reservoir runs dry.","C1"
AllEnglish::LEP::P030,"planet","","","noun","count","/ˈplænɪt/","","A celestial body moving in an orbit around a star, often referring to Earth.[cite: 9]","There's almost nowhere on the planet where the word Coke isn't recognized.[cite: 9]","We must protect our planet for future generations.","Jupiter is the largest planet in our solar system.","B2"
AllEnglish::LEP::P030,"instantly","","","adverb","","/ˈɪnstəntli/","","At once; immediately.[cite: 9]","Where the word Coke isn't instantly recognized.[cite: 9]","She instantly regretted saying those harsh words.","The song became instantly popular across the country.","B2"
AllEnglish::LEP::P030,"recognize","","","verb","transitive","/ˈrɛkəɡnaɪz/","","To identify someone or something from having encountered them before.[cite: 9]","Where the word Coke isn't instantly recognized.[cite: 9]","I didn't recognize her because she had changed her hair.","It's important to recognize the symptoms early.","B2"
AllEnglish::LEP::P030,"brand name","","","noun phrase","","/brænd neɪm/","","A name given by the maker to a product or range of products.[cite: 9]","The brand name alone is worth thirty billion dollars.[cite: 9]","Some people only buy expensive brand name clothing.","The company trademarked its new brand name globally.","B2"
AllEnglish::LEP::P030,"alone","","","adverb","","/əˈləʊn/","","Exclusive of anyone or anything else; only.[cite: 9]","The brand name alone is worth thirty billion dollars.[cite: 9]","He alone is responsible for this mistake.","The scenery alone makes the trip worthwhile.","B2"
AllEnglish::LEP::P030,"worth","","","adjective","","/wɜːθ/","","Having a particular value, especially in money.[cite: 9]","The brand name alone is worth thirty billion dollars.[cite: 9]","The antique clock is worth a lot of money.","Is the museum really worth visiting?","B2"
AllEnglish::LEP::P030,"global","","","adjective","","/ˈɡləʊbəl/","","Relating to the whole world; worldwide.[cite: 9]","And that's what makes Coca-Cola a global marketing phenomenon.[cite: 9]","We are facing a global economic crisis.","The company has a massive global presence.","B2"
AllEnglish::LEP::P030,"marketing","","","noun","uncountable","/ˈmɑːkɪtɪŋ/","","The action or business of promoting and selling products or services.[cite: 9]","And that's what makes Coca-Cola a global marketing phenomenon.[cite: 9]","She works as the director of marketing and sales.","Their new marketing strategy targets younger consumers.","B2"
AllEnglish::LEP::P030,"phenomenon","","","noun","count","/fɪˈnɒmɪnən/","","A fact or situation that is observed to exist or happen, especially one whose cause is in question.[cite: 9]","And that's what makes Coca-Cola a global marketing phenomenon.[cite: 9]","Gravity is a natural phenomenon we experience every day.","The success of the app was an internet phenomenon.","C1"
AllEnglish::LEP::P030,"one-off","","","adjective","","/wʌn-ɒf/","","Done, made, or happening only once and not repeated.[cite: 9]","It's not a full series, just a one-off episode.[cite: 9]","The concert was a one-off event for charity.","She received a one-off payment for her consultation.","C1"
AllEnglish::LEP::P030,"focus on","","","phrasal verb","","/ˈfəʊkəs ɒn/","","To concentrate attention or effort on a particular subject or thing.[cite: 9]","The focus is on pronunciation.[cite: 9]","You need to focus on your studies instead of playing games.","Our next meeting will focus on budget cuts.","B2"
AllEnglish::LEP::P030,"engaging","","","adjective","","/ɪnˈɡeɪdʒɪŋ/","","Charming and attractive; capable of holding attention.[cite: 9]","Express yourself persuasively and with an engaging style when you speak.[cite: 9]","The book is an engaging read from start to finish.","He has a very engaging personality that draws people in.","C1"
AllEnglish::LEP::P030,"style","","","noun","count/uncountable","/staɪl/","","A manner of doing something or presenting oneself.[cite: 9]","Express yourself persuasively and with an engaging style when you speak.[cite: 9]","The author's writing style is very unique and descriptive.","She has a great sense of style in fashion.","B2"
AllEnglish::LEP::P030,"feature","","","noun","count","/ˈfiːtʃə/","","A distinctive attribute or aspect of something.[cite: 9]","The pronunciation features will become clear as we move through this.[cite: 9]","The new smartphone has several exciting security features.","The landscape's most notable feature is the massive mountain.","B2"
AllEnglish::LEP::P030,"follow along","","","phrasal verb","","/ˈfɒləʊ əˈlɒŋ/","","To move forward or progress with someone or something else, like a text.[cite: 9]","Follow along with the PDF or video version.[cite: 9]","I found it hard to follow along with the complex tutorial.","Please open your books and follow along as I read.","B2"
AllEnglish::LEP::P030,"without further ado","","","idiom","","/wɪˈðaʊt ˈfɜːðər əˈduː/","","Without any more delay or fuss.[cite: 9]","So without any further ado, let's get started properly.[cite: 9]","Without further ado, I present to you our guest speaker.","And so, without further ado, let the games begin!","C1"
AllEnglish::LEP::P030,"properly","","","adverb","","/ˈprɒpəli/","","Correctly or satisfactorily.[cite: 9]","Let's get started properly.[cite: 9]","Make sure you chew your food properly.","The machine isn't working properly today.","B2"
AllEnglish::LEP::P030,"over and over again","","","idiom","","/ˈəʊvər ənd ˈəʊvər əˈɡɛn/","","Repeatedly; many times.[cite: 9]","Chunk the text and do it over and over again.[cite: 9]","He played the same song over and over again.","You have to practice the motion over and over again to master it.","B2"
AllEnglish::LEP::P030,"work on","","","phrasal verb","","/wɜːk ɒn/","","To spend time repairing or improving something.[cite: 9]","While preparing the series I've been working on.[cite: 9]","I need to work on my French grammar.","He is currently working on a new painting.","B2"
AllEnglish::LEP::P030,"express yourself","","","phrase","","/ɪkˈsprɛs jɔːˈsɛlf/","","To communicate what you think or feel, especially by speaking or writing.[cite: 9]","Express yourself persuasively and with an engaging style when you speak.[cite: 9]","She uses art to express herself freely.","It's important to learn how to express yourself clearly in interviews.","B2"
AllEnglish::LEP::P030,"become clear","","","collocation","","/bɪˈkʌm klɪə/","","To become easy to understand or obvious.[cite: 9]","The pronunciation features will become clear as we move through this.[cite: 9]","It soon became clear that they had lost their way.","The instructions became clear after a second reading.","B2"
AllEnglish::LEP::P030,"move through","","","phrasal verb","","/muːv θruː/","","To progress or advance along a particular path or through a process.[cite: 9]","The pronunciation features will become clear as we move through this.[cite: 9]","We need to move through the agenda quickly.","The tourists moved through the museum in about an hour.","B2"
AllEnglish::LEP::P030,"all you have to do is","","","phrase","","/ɔːl juː hæv tuː duː ɪz/","","Used to emphasize that an action is simple or requires minimal effort.[cite: 9]","All you have to do is focus, do what I tell you to do.[cite: 9]","All you have to do is click this button to start the download.","To join the club, all you have to do is fill out this form.","B2"
AllEnglish::LEP::P030,"prepare","","","verb","transitive","/prɪˈpeə/","","To make something ready for use or consideration.[cite: 9]","While preparing the series I've been working on.[cite: 9]","She is preparing a detailed report for the client.","They prepared the room for the upcoming conference.","B2"
AllEnglish::LEP::P030,"series","","","noun","count","/ˈsɪəriːz/","","A number of events, objects, or related things coming one after another.[cite: 9]","It's not a full series, just a one-off episode.[cite: 9]","The television series was renewed for a second season.","There has been a series of unfortunate events recently.","B2"
AllEnglish::LEP::P030,"instead of","","","preposition","","/ɪnˈstɛd ɒv/","","As an alternative to; in place of.[cite: 9]","Poured over Niagara Falls instead of water.[cite: 9]","I will have tea instead of coffee today.","They decided to walk instead of taking the bus.","B2"
AllEnglish::LEP::P030,"rhythm","","","noun","uncountable","/ˈrɪðəm/","","A strong, regular repeated pattern of movement or sound.[cite: 9]","Using Your Voice To Present Information Clearly, with stress, rhythm & intonation.[cite: 9]","The rhythm of the drums made everyone want to dance.","English has a very specific rhythm compared to other languages.","B2"
AllEnglish::LEP::P030,"stress","","","noun","uncountable","/strɛs/","","Emphasis given to a particular syllable or word in speech.[cite: 9]","Using Your Voice To Present Information Clearly, with stress, rhythm & intonation.[cite: 9]","In the word 'computer', the stress is on the second syllable.","Shifting the stress can sometimes change the meaning of the word entirely.","B2"
AllEnglish::LEP::P030,"clearly","","","adverb","","/ˈklɪəli/","","In such a way as to allow easy and accurate perception or interpretation.[cite: 9]","Using Your Voice To Present Information Clearly.[cite: 9]","Please write your name clearly on the top of the page.","He spoke clearly so that everyone in the back could hear.","B2"
AllEnglish::LEP::P030,"present","","","verb","transitive","/prɪˈzɛnt/","","To give, provide, or make something known to others.[cite: 9]","Using Your Voice To Present Information Clearly.[cite: 9]","The scientist will present his findings at the symposium.","She presented the award to the winning team.","B2"
AllEnglish::LEP::P030,"premium content","","","noun phrase","","/ˈpriːmiəm ˈkɒntɛnt/","","High-quality digital media available for a fee or subscription.[cite: 9]","Which is a little bit different to normal premium content.[cite: 9]","Subscribers get exclusive access to premium content.","The website restricts premium content to registered members.","B2"
AllEnglish::LEP::P030,"bits of information","","","noun phrase","","/bɪts ɒv ˌɪnfəˈmeɪʃən/","","Small pieces or units of knowledge or facts.[cite: 9]","This lesson includes various bits of information about how to use your voice.[cite: 9]","The detective gathered several bits of information from the crime scene.","I learned a few interesting bits of information from the documentary.","B2"
AllEnglish::LEP::P030,"document","","","noun","count","/ˈdɒkjʊmənt/","","A piece of written, printed, or electronic matter that provides information.[cite: 9]","Copy+paste the text into a document.[cite: 9]","Please sign the legal document at the bottom.","He saved the document to his computer's hard drive.","B2"
AllEnglish::LEP::P030,"pronunciation","","","noun","uncountable","/prəˌnʌnsɪˈeɪʃən/","","The way in which a word is pronounced.[cite: 9]","The focus is on pronunciation.[cite: 9]","His English pronunciation is excellent.","You can check the pronunciation of the word in the dictionary.","B2"
AllEnglish::LEP::P030,"coach","","","noun","count","/kəʊtʃ/","","A person who trains or directs someone in a particular skill or sport.[cite: 9]","I'm calling it Pronunciation Coach.[cite: 9]","The tennis coach helped her improve her serve.","He hired a vocal coach to prepare for the audition.","B2"
