#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::P55","driveway","noun","countable","/ˈdraɪvweɪ/","a wide hard path or a private road that leads from the street to a house","But as soon as I walked onto the rocky driveway my aunt and uncle came out to greet me.[cite: 1]","She parked her car in the driveway.","He was sweeping the driveway this morning.","B1"
"AllEnglish::LEP::P55","greet","verb","transitive","/ɡriːt/","to say hello to somebody or to welcome them","My aunt and uncle came out to greet me.[cite: 1]","She greeted him with a warm smile.","The host greeted the guests at the door.","B1"
"AllEnglish::LEP::P55","welcoming","adjective","","/ˈwelkəmɪŋ/","friendly towards somebody who is visiting or arriving","They seemed excited and welcoming.[cite: 1]","The hotel staff were very welcoming.","She gave us a welcoming hug.","B2"
"AllEnglish::LEP::P55","beckon","verb","intransitive/transitive","/ˈbekən/","to give somebody a signal using your finger or hand, especially to tell them to move nearer or to follow you","'Hello! Hello! Come in! Come in!' they said, beckoning me inside.[cite: 1]","He beckoned to the waiter to bring the bill.","The boss beckoned her into his office.","C1"
"AllEnglish::LEP::P55","errand","noun","countable","/ˈerənd/","a short journey made to buy or deliver something for somebody","Oh, he just went to run a few errands. He should be back later.[cite: 1]","I have some errands to run in town.","She sent him on an errand to the grocery store.","B2"
"AllEnglish::LEP::P55","homemade","adjective","","/ˌhəʊmˈmeɪd/","made at home, rather than produced in a factory and bought in a shop","My aunt made a delicious homemade pot roast that I finished off in minutes.[cite: 1]","We had homemade bread for breakfast.","She sells homemade jam at the market.","B1"
"AllEnglish::LEP::P55","pot roast","noun","countable/uncountable","/ˈpɒt rəʊst/","a piece of meat cooked slowly in a covered pot","My aunt made a delicious homemade pot roast that I finished off in minutes.[cite: 1]","We are having pot roast for Sunday dinner.","The pot roast is cooking in the oven.","B2"
"AllEnglish::LEP::P55","finish off","phrasal verb","transitive","/ˈfɪnɪʃ ɒf/","to eat, drink, or use the last part of something","My aunt made a delicious homemade pot roast that I finished off in minutes.[cite: 1]","Let's finish off this cake.","He finished off his coffee and left.","B2"
"AllEnglish::LEP::P55","enduring","adjective","","/ɪnˈdjʊərɪŋ/","lasting for a long time","After dinner we played an enduring game of Uno.[cite: 1]","He has an enduring love for classical music.","Her enduring popularity is quite impressive.","C1"
"AllEnglish::LEP::P55","competitive","adjective","","/kəmˈpetətɪv/","trying very hard to be better than others","It was surprisingly fun and competitive.[cite: 1]","He is a very competitive person in sports.","The business operates in a highly competitive market.","B2"
"AllEnglish::LEP::P55","delighted","adjective","","/dɪˈlaɪtɪd/","very pleased","My aunt in particular seemed delighted to be playing.[cite: 1]","I'd be absolutely delighted to come.","She was delighted with her new car.","B1"
"AllEnglish::LEP::P55","assure","verb","transitive","/əˈʃʊə(r)/","to tell somebody that something is definitely true or is definitely going to happen","My aunt and uncle assured me that he'd be back any time soon.[cite: 1]","I assure you that the product is safe.","She assured them of her full support.","B2"
"AllEnglish::LEP::P55","nightmare","noun","countable","/ˈnaɪtmeə(r)/","an experience that is very frightening and unpleasant, or very difficult to deal with","I knew it would be a nightmare to find my way out of this dreadful place after sunset.[cite: 1]","Traffic was an absolute nightmare this morning.","Planning the wedding turned into a nightmare.","B2"
"AllEnglish::LEP::P55","dreadful","adjective","","/ˈdredfl/","very bad or unpleasant","I knew it would be a nightmare to find my way out of this dreadful place after sunset.[cite: 1]","The weather was truly dreadful.","We heard some dreadful news today.","B2"
"AllEnglish::LEP::P55","efficient","adjective","","/ɪˈfɪʃnt/","doing something well and thoroughly with no waste of time, money, or energy","I asked my aunt and uncle the most efficient way to get to the highway.[cite: 1]","We need to find a more efficient way to process the data.","She is a very efficient manager.","B2"
"AllEnglish::LEP::P55","puzzled","adjective","","/ˈpʌzld/","unable to understand something or the reason for something","They gave me a puzzled look.[cite: 1]","He looked puzzled by the complex question.","I am completely puzzled by his behavior.","B2"
"AllEnglish::LEP::P55","afford","verb","transitive","/əˈfɔːd/","to have enough money or time to be able to buy or to do something","I told them I couldn't because I had work the next day and couldn't afford to miss another day.[cite: 1]","We can't afford a new car right now.","She can't afford to lose this job.","B1"
"AllEnglish::LEP::P55","shrug off","phrasal verb","transitive","/ʃrʌɡ ɒf/","to treat something as if it is not important","I shrugged it off and told them not to worry.[cite: 1]","He just shrugged off the criticism.","You can't just shrug off such a serious mistake.","C1"
"AllEnglish::LEP::P55","direction","noun","uncountable","/dəˈrekʃn/","the ability to know where you are and which way to go","I've got a pretty good sense of direction.[cite: 1]","She has a terrible sense of direction and always gets lost.","He pointed me in the right direction.","B1"
"AllEnglish::LEP::P55","aggravated","adjective","","/ˈæɡrəveɪtɪd/","angry or annoyed","Looking aggravated, they strongly advised me to stay the night for my own sake.[cite: 1]","He became increasingly aggravated by the noise.","She gave him an aggravated sigh.","C1"
"AllEnglish::LEP::P55","sake","noun","countable","/seɪk/","for the benefit or good of somebody/something","They strongly advised me to stay the night for my own sake.[cite: 1]","Please do it for my sake.","For the sake of clarity, let's review the rules.","B2"
"AllEnglish::LEP::P55","insistent","adjective","","/ɪnˈsɪstənt/","demanding that something should happen and refusing to take no for an answer","Their body language was weird too as they became more serious and insistent.[cite: 1]","He was very insistent that we stay for dinner.","She was insistent on paying the bill.","C1"
"AllEnglish::LEP::P55","assume","verb","transitive","/əˈsjuːm/","to think or accept that something is true but without having proof of it","My aunt began to move about the place, picking up a set of keys to unlock what I assume was a spare bedroom.[cite: 1]","I assume that you have read the document.","It is reasonable to assume that the economy will improve.","B2"
"AllEnglish::LEP::P55","spare","adjective","","/speə(r)/","kept in addition to the ones that are usually used; extra","She picked up a set of keys to unlock what I assume was a spare bedroom.[cite: 1]","Do you have a spare pen I could borrow?","We keep a spare tire in the trunk.","B2"
"AllEnglish::LEP::P55","annoyed","adjective","","/əˈnɔɪd/","slightly angry","At this point I was getting annoyed and irritable.[cite: 1]","I was annoyed with myself for forgetting.","He was clearly annoyed by the interruption.","B1"
"AllEnglish::LEP::P55","irritable","adjective","","/ˈɪrɪtəbl/","getting annoyed easily; showing your anger","At this point I was getting annoyed and irritable.[cite: 1]","Lack of sleep made him extremely irritable.","She felt irritable and tired all day.","C1"
"AllEnglish::LEP::P55","sigh","verb","intransitive","/saɪ/","to breathe out slowly and noisily, expressing tiredness, sadness, pleasure, etc.","I sighed, 'Fine I'll stay the night then, but I have to get up very early for work.'[cite: 1]","She sighed deeply and looked out the window.","He sighed with relief when he heard the news.","B2"
"AllEnglish::LEP::P55","ecstatic","adjective","","/ɪkˈstætɪk/","very happy, excited and enthusiastic","Both of them seemed strangely ecstatic that I was staying the night.[cite: 1]","The fans were ecstatic when their team won.","She was ecstatic about her new job.","C1"
"AllEnglish::LEP::P55","hastily","adverb","","/ˈheɪstɪli/","very quickly, because you are in a hurry","I ran out of the door, got in my car and hastily pulled away.[cite: 1]","He hastily packed his bags and left.","She hastily wrote down the phone number.","B2"
"AllEnglish::LEP::P55","pull away","phrasal verb","intransitive","/pʊl əˈweɪ/","(of a vehicle) to start moving","I ran out of the door, got in my car and hastily pulled away.[cite: 1]","The train began to pull away from the station.","She watched the car pull away down the street.","B2"
"AllEnglish::LEP::P55","urge","noun","countable","/ɜːdʒ/","a strong desire to do something","I suddenly felt the urge to get out of there, quickly.[cite: 1]","He had a sudden urge to laugh.","I resisted the urge to check my phone during the meeting.","B2"
"AllEnglish::LEP::P55","turn up","phrasal verb","intransitive","/tɜːn ʌp/","to arrive or appear unexpectedly","I drove back through the night, wondering why my cousin had never turned up.[cite: 1]","She turned up late for the interview.","I hope my lost keys turn up soon.","B2"
"AllEnglish::LEP::P55","impatient","adjective","","/ɪmˈpeɪʃnt/","annoyed or irritated by somebody/something, especially because you have to wait for a long time","I saw my mom sitting there looking impatient.[cite: 1]","He gets very impatient with slow learners.","The crowd was growing impatient for the concert to start.","B2"
"AllEnglish::LEP::P55","try + infinitive","grammar","verb pattern","/traɪ/","to make an effort to do something difficult","I tried to explain the maths problem but it was too difficult.[cite: 3]","She tried to lift the heavy box.","He tried to reach the top shelf.","B1"
"AllEnglish::LEP::P55","try + gerund","grammar","verb pattern","/traɪ/","to do something to see if it solves a problem or is effective","Try dimming the lights an hour before bedtime.[cite: 3]","Have you tried restarting your computer?","I tried calling her, but she didn't answer.","B2"
"AllEnglish::LEP::P55","stop + infinitive","grammar","verb pattern","/stɒp/","to pause an action in order to do something else","I stopped to eat.[cite: 3]","He stopped to tie his shoe.","We stopped to look at the map.","B2"
"AllEnglish::LEP::P55","stop + gerund","grammar","verb pattern","/stɒp/","to no longer do an action","I stopped eating.[cite: 3]","She stopped smoking years ago.","They stopped talking when the teacher walked in.","B1"
"AllEnglish::LEP::P55","remember + infinitive","grammar","verb pattern","/rɪˈmembə(r)/","to not forget to do what you have to do","Remember to lock the door before you leave.","Did you remember to call your mother?","I must remember to buy milk.","B1"
"AllEnglish::LEP::P55","remember + gerund","grammar","verb pattern","/rɪˈmembə(r)/","to have a memory of doing something in the past","I remember visiting Paris when I was a child.","He remembers locking the door.","She vaguely remembers meeting him once before.","B2"
"AllEnglish::LEP::P55","forget + infinitive","grammar","verb pattern","/fəˈɡet/","to fail to remember to do something you ought to do","Don't forget to turn off the lights.","I forgot to bring my wallet.","He often forgets to lock his car.","B1"
"AllEnglish::LEP::P55","forget + gerund","grammar","verb pattern","/fəˈɡet/","to fail to remember something that happened in the past","I'll never forget seeing the ocean for the first time.","She forgot giving him the book.","He completely forgot meeting her previously.","B2"
"AllEnglish::LEP::P55","look forward to","phrasal verb","+ gerund","/lʊk ˈfɔːwəd tu/","to be thinking with pleasure about something that is going to happen","I am looking forward to seeing you.[cite: 3]","We look forward to hearing from you soon.","She's really looking forward to her holiday.","B1"
"AllEnglish::LEP::P55","pleased","adjective","+ infinitive","/pliːzd/","happy or satisfied about something","I was so pleased because I was listening to another episode.[cite: 2]","I am very pleased to meet you.","We are pleased to announce the winner.","B1"
"AllEnglish::LEP::P55","advise","verb","+ someone + to infinitive","/ədˈvaɪz/","to tell somebody what you think they should do","Looking aggravated, they strongly advised me to stay the night for my own sake.[cite: 2]","My doctor advised me to get more rest.","He advised us to leave early.","B2"
"AllEnglish::LEP::P55","tell","verb","+ someone + to infinitive","/tel/","to order or advise somebody to do something","I shrugged it off and told them not to worry.[cite: 2]","She told him to clean his room.","The teacher told the students to be quiet.","A2"
"AllEnglish::LEP::P55","recommend","verb","+ gerund or that clause","/ˌrekəˈmend/","to advise a particular course of action","I recommend that you stay.[cite: 2]","I highly recommend reading this book.","The doctor recommended taking a few days off.","B2"
"AllEnglish::LEP::P55","suggest","verb","+ gerund or that clause","/səˈdʒest/","to put forward an idea or a plan for other people to think about","We strongly suggest that you stay.[cite: 2]","He suggested going for a walk.","I suggest you consult a lawyer.","B2"
"AllEnglish::LEP::P55","feel compelled","phrase","+ to infinitive","/fiːl kəmˈpeld/","to feel that you have to do something","We use infinitive forms after to feel compelled to do something.[cite: 2]","He felt compelled to tell the truth.","She felt compelled to resign.","C1"
"AllEnglish::LEP::P55","spend time","phrase","+ gerund","/spend taɪm/","to use time doing something","I spent three hours swiping through Tik Tok.[cite: 2]","She spends a lot of time reading.","We spent the whole day cleaning the house.","B1"
"AllEnglish::LEP::P55","despite","preposition","+ noun or gerund","/dɪˈspaɪt/","without being affected by the thing mentioned","Despite what they said, I decided that I had to leave.[cite: 2]","Despite wanting to go home, I stayed at the party until the end.[cite: 2]","Despite the rain, we went for a walk.","B2"
"AllEnglish::LEP::P55","although","conjunction","+ clause","/ɔːlˈðəʊ/","used for introducing a statement that makes the main statement in a sentence seem surprising","Although they said what they said, I decided that I had to leave.[cite: 2]","Although I wanted to go home, I stayed at the party until the end.[cite: 2]","Although it was raining, we went out.","B1"
"AllEnglish::LEP::P55","had to","modal verb","past obligation","/hæd tu/","past form of must or have to; obligation","I had to use an old fashioned paper map.[cite: 3]","I had to leave early yesterday.","We had to wait for an hour.","B1"
"AllEnglish::LEP::P55","participle phrase","grammar","noun","/ˈpɑːtɪsɪpl freɪz/","a phrase that begins with a participle and acts as an adjective or adverb","Approaching the house is a phrase constructed with the present participle and an object.[cite: 3]","Walking down the street, I saw a friend.","Driven by ambition, she worked late every night.","C1"
"AllEnglish::LEP::P55","gerund","grammar","noun","/ˈdʒerənd/","a verb form ending in -ing that is used as a noun","A gerund is like the noun form of a verb.[cite: 3]","Swimming is good exercise.","He enjoys reading science fiction.","B2"
"AllEnglish::LEP::P55","past perfect","grammar","noun","/pɑːst ˈpɜːfɪkt/","the tense describing an action completed before a certain moment in the past","I had never seen my cousin before.[cite: 3]","She had left before I arrived.","They had eaten all the cake by the time we got there.","B2"
"AllEnglish::LEP::P55","continuous infinitive","grammar","noun","/kənˈtɪnjuəs ɪnˈfɪnətɪv/","where you need an infinitive because of grammar, but you want to express something which is 'in progress'","My aunt in particular seemed delighted to be playing.[cite: 2]","I am so happy to be talking to you.[cite: 2]","He appears to be working hard.","C1"
"AllEnglish::LEP::P55","past continuous","grammar","noun","/pɑːst kənˈtɪnjuəs/","the tense used to describe an action that was in progress at a specific time in the past","As I was driving I started to notice how far I'd travelled.[cite: 3]","I was watching TV when the phone rang.","They were walking in the park yesterday afternoon.","B1"
"AllEnglish::LEP::P55","make an effort","phrase","transitive","/meɪk ən ˈefət/","to try hard to do something","TRY + INFINITIVE = simply make an effort to do a certain action.[cite: 3]","Please make an effort to arrive on time.","He made a great effort to learn the language.","B2"
"AllEnglish::LEP::P55","have no idea","phrase","transitive","/hæv nəʊ aɪˈdɪə/","to not know at all","To this day, I still have no idea who I visited.[cite: 1]","I have no idea what you are talking about.","She had no idea that a surprise party was planned.","B1"
"AllEnglish::LEP::P55","match","verb","transitive","/mætʃ/","to be the same as, or to go well with something else","I just had to try to match the layout of the streets, to the layout I could see on the map.[cite: 1]","Does this shirt match my trousers?","The fingerprints matched those found at the crime scene.","B1"
"AllEnglish::LEP::P55","road sign","noun","countable","/rəʊd saɪn/","a sign near a road giving information or instructions to drivers","The names aren't clearly marked by road signs.[cite: 1]","You must obey all the road signs.","The road sign indicated a sharp turn ahead.","A2"
"AllEnglish::LEP::P55","strangely","adverb","","/ˈstreɪndʒli/","in an unusual or surprising way","Both of them seemed strangely ecstatic that I was staying the night.[cite: 1]","He was behaving strangely yesterday.","Strangely enough, I agree with him.","B2"
