#separator:comma
#html:true
#notetype:JPCARDS
#deck column:1
#tags column:13
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","underwhelming","adjective","","/ˌʌndərˈwɛlmɪŋ/","Failing to impress or result in anything special; disappointing.","Despite having star players, the team's performance was underwhelming.","The new product launch received an underwhelming response.","His explanation of the project was rather underwhelming.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","cursed","adjective","","/kɜːrst/","Under a curse; jinxed or plagued by persistent bad luck.","Fans joked that the England national team is completely cursed.","He felt like his family was cursed with bad financial luck.","The old theatre was said to be cursed.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","underperform","verb","","/ˌʌndərpərˈfɔːrm/","To perform less well than expected or required.","England always seem to underperform at major international tournaments.","The investment fund continued to underperform the market.","If sales underperform, we will need to cut costs.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","devastating","adjective","","/ˈdɛvəˌsteɪtɪŋ/","Highly destructive, damaging, or causing severe emotional shock.","They always get knocked out in devastating fashion on penalties.","The storm caused devastating damage to the coastal region.","Losing the final in the last minute was devastating for the players.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","expectation","noun","","/ˌɛkspɛkˈteɪʃən/","A strong belief that something will happen or be achieved.","The high level of expectation actually crushes most teams.","Parental expectations can sometimes cause a lot of stress.","Sales figures exceeded market expectation this quarter.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","stand-in","noun","","/ˈstændˌɪn/","A temporary substitute for someone else.","Southgate was a kind of stand-in manager who got the permanent job.","The actor used a stand-in for the dangerous stunt scene.","She acted as a stand-in director while the boss was away.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","whip into shape","idiom","","/wɪp ˈɪntuː ʃeɪp/","To make someone or something organized, disciplined, or efficient.","Maybe Tuchel can go a step further and whip this team into shape.","The new manager worked hard to whip the department into shape.","We need to whip our finances into shape before the audit.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","highly decorated","adjective","","/ˈhaɪli ˈdɛkəreɪtɪd/","Having received many awards, honors, or medals for excellence.","Thomas Tuchel is a highly decorated football manager.","The veteran officer was highly decorated for bravery.","She is a highly decorated professor in molecular biology.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","trophy cabinet","noun","","/ˈtroʊfi ˈkæbɪnɪt/","A glass case or metaphorical collection representing won trophies.","His trophy cabinet is extensive and full of silverware.","The club added another league title to its trophy cabinet.","Every manager dreams of a full trophy cabinet.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","silverware","noun","","/ˈsɪlvərˌwɛər/","Trophies or cups won in sports competitions.","He won a plethora of European silverware during his career.","The team is desperate to win some silverware this season.","They displayed their newly won silverware in the clubhouse.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","plethora","noun","","/ˈplɛθərə/","A large or excessive amount of something.","He accumulated a plethora of European silverware.","There is a plethora of information available online.","The restaurant offers a plethora of vegetarian options.","","C2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","successor","noun","","/səkˈsɛsər/","A person or thing that succeeds another.","He was appointed as the permanent successor to Gareth Southgate.","The CEO announced her chosen successor for the role.","The new model is a worthy successor to the previous version.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","tactical flexibility","noun","","/ˈtæktɪkəl flɛksəˈbɪlɪti/","The ability to change strategies and formations during a game.","Tuchel is known for his remarkable tactical flexibility.","Modern coaches require high tactical flexibility to win matches.","Their tactical flexibility caught the opponents completely off guard.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","meticulous","adjective","","/mɪˈtɪkjʊləs/","Showing great attention to detail; very careful and precise.","He is known for his meticulous attention to detail on the pitch.","Her meticulous research ensured the report was error-free.","The painter was meticulous about every brushstroke.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","rigorous","adjective","","/ˈrɪɡərəs/","Extremely thorough, exhaustive, or strict.","He brings a disciplined and rigorous approach to the dressing room.","The astronauts underwent rigorous training before launch.","The scientific study followed rigorous protocols.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","tenure","noun","","/ˈtɛnjʊər/","The conditions or period of holding an office or position.","His tenure was heavily focused on the 2026 FIFA World Cup.","During her tenure as dean, the university expanded rapidly.","The coach's tenure ended after a string of poor results.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","strategic move","noun","","/strəˈtiːdʒɪk muːv/","An action carefully planned to gain a long-term advantage.","His appointment was a strategic move by The FA.","Opening a branch in Asia was a strategic move for the firm.","The merger was viewed as a smart strategic move.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","proven track record","noun","","/ˈpruːvən træk ˈrɛkərd/","Past performance that demonstrates proven success and reliability.","The FA wanted a manager with a proven track record of winning.","She has a proven track record in software development.","Investors look for startups with a proven track record.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","overseeing","verb","","/ˌoʊvərˈsiːɪŋ/","Supervising or managing a process or activity.","He has been credited with overseeing a record-breaking qualification campaign.","She is responsible for overseeing daily operations.","The committee is overseeing the construction project.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","architect","noun","","/ˈɑːrkəˌtɛkt/","The person who designs or creates a complex plan or system.","He is considered the architect of England's current push for glory.","She was the chief architect of the corporate restructure.","The manager was the architect of their tactical success.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","crumble","verb","","/ˈkrʌmbəl/","To break or fall apart into small fragments; to lose strength.","England could crumble like a biscuit when meeting a proper team.","The old wall began to crumble after the heavy rain.","Their defense started to crumble under intense pressure.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","bracing for","verb","","/ˈbreɪsɪŋ fɔːr/","Preparing oneself mentally or physically for something difficult.","The footballing world is bracing for a larger tournament.","Residents are bracing for another severe storm.","Markets are bracing for higher inflation figures.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","frontrunner","noun","","/ˈfrʌntˌrʌnər/","The person or team most likely to win a race or competition.","Betting markets suggest a few clear frontrunners for the title.","She emerged as the clear frontrunner in the presidential race.","Spain and France are among the tournament frontrunners.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","cohesion","noun","","/koʊˈhiːʒən/","The action or fact of forming a united whole; unity.","Spain has successfully evolved their tactical cohesion.","Team cohesion is vital for achieving long-term success.","Good leadership fosters cohesion among staff members.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","anchor","noun","","/ˈæŋkər/","A person or thing that provides stability or security.","Rodri remains the essential anchor in the midfield.","She was the emotional anchor of her family during tough times.","The experienced defender served as the team's defensive anchor.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","plug-and-play","adjective","","/ˈplʌɡ ən ˈpleɪ/","Ready to use immediately without complicated configuration.","France is considered to have the most plug-and-play talent.","The new software update offers a plug-and-play solution.","He brought a plug-and-play attitude to the starting lineup.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","single-handedly","adverb","","/ˌsɪŋɡəlˈhændɪdli/","Without the help of others; entirely by one's own efforts.","His ability to single-handedly decide matches remains unmatched.","She single-handedly organized the entire charity event.","He single-handedly turned the company around.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","seasoned","adjective","","/ˈsiːzənd/","Experienced, expert, or well-practiced in a particular activity.","The squad is seasoned in navigating extreme pressure.","She is a seasoned diplomat with years of international experience.","The seasoned campaigner knew how to handle the media.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","redemption","noun","","/rɪˈdɛmpʃən/","The action of saving or being saved from sin, error, or failure.","The current narrative is focused on their redemption arc.","He was looking for athletic redemption after his previous defeat.","The team's victory offered sweet redemption for the fans.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","grind out","phrasal verb","","/ɡraɪnd aʊt/","To achieve a difficult result through hard, patient effort.","They developed tactical flexibility to grind out results.","The team managed to grind out a 1-0 victory away from home.","We had to grind out the report despite a tight deadline.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","continuity","noun","","/ˌkɒntɪˈnuːɪti/","The consistent existence or operation of something over a period of time.","Manager Lionel Scaloni has kept the core squad together for continuity.","The new director promised continuity in leadership.","Maintaining continuity is important for company culture.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","heartbeat","noun","","/ˈhɑːrtˌbiːt/","The central driving force or vital core of something.","Lionel Messi remains the heartbeat of the Argentina team.","Downtown is the cultural heartbeat of the city.","Midfielders are often considered the heartbeat of a football team.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","volatility","noun","","/ˌvɒləˈtɪlɪti/","Liability to change rapidly and unpredictably, especially for the worse.","Ancelotti aims to shed the defensive volatility of past tournaments.","Financial markets are experiencing high volatility this week.","Weather volatility makes crop planning difficult.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","pragmatic","adjective","","/præɡˈmætɪk/","Dealing with things sensibly and realistically; practical.","Ancelotti is known for his pragmatic approach to football management.","We need a pragmatic solution to solve the traffic congestion.","Her pragmatic attitude helped the team finish on schedule.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","resilience","noun","","/rɪˈzɪliəns/","The capacity to recover quickly from difficulties; toughness.","The team showed great resilience after conceding an early goal.","Economic resilience is crucial during global recessions.","Building mental resilience helps athletes cope with pressure.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","stacked","adjective","","/stækt/","Filled with a large quantity of high-quality people or things.","Portugal is cited as having one of the most stacked rosters.","Their engineering department is stacked with top talent.","The conference lineup is stacked with industry leaders.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","outright","adjective","","/ˈaʊtˌraɪt/","Complete, total, or unconcealed.","Brazil enters as the outright favorite for the group stage.","There was no outright winner after the first round of voting.","She achieved an outright victory in the championship race.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","grueling","adjective","","/ˈɡruːəlɪŋ/","Extremely tiring and demanding.","The Round of 32 makes the path to the trophy longer and more grueling.","They survived a grueling six-hour hike up the mountain.","Marathon training involves grueling daily workouts.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","paradox","noun","","/ˈpærəˌdɒks/","A seemingly absurd or self-contradictory statement or proposition.","The 'Last Dance' paradox highlights aging icons and rising stars.","It is a paradox that spending money can sometimes save money.","The corporate policy contained a strange paradox.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","dark horse","noun","","/dɑːrk hɔːrs/","A competitor little known who unexpectedly wins or succeeds.","Czechia is viewed as a major dark horse in Group A.","Nobody expected the small startup to become a market dark horse.","He emerged as a dark horse candidate for the chairmanship.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","shithousery","noun","","/ˈʃɪtˌhaʊzəri/","Tactics involving sly, annoying, or time-wasting behavior to frustrate opponents.","Referees are targeting the dark arts of shithousery.","The match was full of tactical fouls and typical shithousery.","Fans love when their team uses a bit of clever shithousery.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","countdown","noun","","/ˈkaʊntˌdaʊn/","An act of counting backwards to zero before an event.","Referees will initiate a 5-second visual countdown for throw-ins.","The countdown to the product launch has officially begun.","Children watched the digital countdown on New Year's Eve.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","rectify","verb","","/ˈrɛktɪfaɪ/","To put right or correct an error or mistake.","VAR can now rectify situations where the referee cards the wrong player.","We must rectify this billing error immediately.","The company took steps to rectify the safety violation.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","cautioned","verb","","/ˈkɔːʃənd/","Warned officially; given a yellow card by a referee in football.","The offending player will not be cautioned if a goal is scored.","He was cautioned by police for speeding.","The driver was cautioned for illegal parking.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","logistical","adjective","","/ləˈdʒɪstɪkəl/","Relating to the organization of a complex operation involving many people.","Co-hosting across three countries creates massive logistical complexity.","The logistical challenge of moving equipment was immense.","They hired a firm to handle logistical arrangements.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","unprecedented","adjective","","/ʌnˈprɛsɪˌdɛntɪd/","Never done or known before in history.","The scale of a 48-team tournament spread across three countries is unprecedented.","The company experienced unprecedented growth this year.","This level of rainfall is unprecedented in the region.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","shortfall","noun","","/ˈʃɔːrtˌfɔːl/","A failure to reach a target or expected amount.","Fewer tourists could lead to a massive financial shortfall for host cities.","The charity faced a budget shortfall of fifty thousand dollars.","Production shortfalls delayed the delivery of orders.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","friction","noun","","/ˈfrɪkʃən/","Conflict or animosity caused by a clash of opinions or policies.","Geopolitical friction is dominating the off-pitch landscape.","There was noticeable friction between management and staff.","Diplomatic friction between the two countries escalated.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","hard-line","adjective","","/ˈhɑːrdˌlaɪn/","Strict and uncompromising in policy or methods.","The administration's hard-line immigration stance sparked controversy.","The union adopted a hard-line stance during wage negotiations.","Management took a hard-line approach to workplace attendance.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","mitigate","verb","","/ˈmɪtɪˌɡeɪt/","To make less severe, serious, or painful.","To mitigate these issues, a FIFA Pass was launched.","Trees help mitigate urban heat island effects.","Measures were taken to mitigate financial risks.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","consulate","noun","","/ˈkɒnsjʊlɪt/","The building where a consular officer official works.","Fans still face long wait times at US consulates for visas.","She visited the British consulate to renew her passport.","The embassy and local consulates issued travel warnings.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","deter","verb","","/dɪˈtɜːr/","To discourage someone from doing something through doubt or fear.","ICE presence could deter legal immigrants from attending fan zones.","Strict penalties help deter illegal parking.","The high cost did not deter customers from buying the car.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","backdrop","noun","","/ˈbækˌdrɒp/","The setting or background conditions for an event.","Political tensions serve as the backdrop for the tournament.","The mountains provided a stunning backdrop for the wedding.","Economic reforms took place against a backdrop of inflation.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","boycott","noun","","/ˈbɔɪkɒt/","A punitive ban that forbids relations with certain groups.","There is a growing movement threatening a tournament boycott.","The labor union called for a boycott of the company's products.","Consumers staged a successful boycott of the brand.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","speculation","noun","","/ˌspɛkjʊˈleɪʃən/","The forming of a theory without firm evidence.","There is ongoing speculation regarding team withdrawals.","Financial speculation drove up stock prices temporarily.","Press speculation about the royal wedding reached its peak.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","assert","verb","","/əˈsɜːrt/","To state a fact or belief confidently and forcefully.","FIFA President Infantino asserted that the Iranian team is welcome.","She asserted her independence early in her career.","He asserted that the company would meet its financial targets.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","vacancy","noun","","/ˈveɪkənsi/","An available or unoccupied position or space.","A last-minute vacancy would force FIFA to make a difficult decision.","There is a vacancy for an assistant manager in our store.","The hotel had no vacancies left for the weekend.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","materialize","verb","","/məˈtɪəriəˌlaɪz/","To become actual fact; to happen or appear as expected.","International visitors may not materialize if visa restrictions remain.","His dream of starting a business finally began to materialize.","The expected financial support never materialized.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","unfunded mandate","noun","","/ʌnˈfʌndɪd ˈmændeɪt/","A regulation or requirement without financial backing provided.","Local officials raised concerns about unfunded mandates for security.","State laws often impose unfunded mandates on local governments.","The city council protested the unfunded security mandate.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","palpable","adjective","","/ˈpælpəbəl/","Able to be touched or felt; very obvious and noticeable.","There is a palpable sense of uncertainty among fans.","Her excitement was palpable as she opened the letter.","There was a palpable tension in the meeting room.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","tug-of-war","noun","","/ˈtʌɡ əv ˈwɔːr/","A contest between opposing forces or factions.","The fan experience is defined by a tug-of-war between commerce and joy.","There is a constant tug-of-war between work and personal life.","The budget negotiation turned into a political tug-of-war.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","spoiler","noun","","/ˈspɔɪlər/","A person or thing that spoils something, or a lower-ranked team upsetting favorites.","South Africa is capable of playing the spoiler role in Group A.","The outsider team acted as a spoiler in the championship race.","His late goal ruined our chances and made him the match spoiler.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","implied","adjective","","/ɪmˈplaɪd/","Suggested but not directly expressed.","Switzerland has roughly a 55% implied probability of winning the group.","There was an implied agreement between the partners.","Her smile carried an implied promise of help.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","pedigree","noun","","/ˈpɛdɪɡriː/","The record of descent of an animal, or a proven track record of excellence.","The Swiss boast a strong spine and proven tournament pedigree.","Real Madrid has an unmatched European pedigree in football.","The horse came from a long line of racing pedigree.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","lapse","noun","","/læps/","A temporary failure of concentration, memory, or judgment.","Canada must avoid the defensive lapses that plagued them recently.","A momentary lapse in judgment led to a minor accident.","She suffered a brief memory lapse during the presentation.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","daunting","adjective","","/ˈdɔːntɪŋ/","Seeming difficult to deal with in anticipation; intimidating.","Haiti faces a daunting challenge against high-ranking opponents.","Starting a new career in a foreign country can be daunting.","The mountain climb looked daunting from the base camp.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","compact","adjective","","/ˈkɒmpækt/","Densely packed or neatly arranged; closely united.","Paraguay relies on a compact 4-4-2 defensive formation.","She drove a small, compact car through city traffic.","The apartment has a very compact and functional kitchen.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","vulnerable","adjective","","/ˈvʌlnərəbəl/","Susceptible to physical or emotional attack or harm.","Türkiye can sometimes be vulnerable to quick counter-attacks.","Older adults are especially vulnerable to seasonal flu.","Unencrypted data is vulnerable to cyber attacks.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","underdog","noun","","/ˈʌndərˌdɔːɡ/","A competitor thought to have little chance of winning a fight or game.","South Africa enters the group as the clear underdog.","The small local club played the role of the ultimate underdog.","Everyone loves cheering for the underdog in sports.","","B2"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","turnover","noun","","/ˈtɜːrnˌoʊvər/","The rate at which employees leave or possessions/ball are lost.","Austria's ability to force turnovers makes them dangerous.","The retail store experienced high staff turnover last year.","A crucial turnover in midfield led directly to a goal.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","embarrassment of riches","idiom","","/ɪmˈbɛrəsmənt əv ˈrɪtʃɪz/","An abundance of valuable options or resources.","France enters with an embarrassment of talent and a deep bench.","Having three scholarship offers gave her an embarrassment of riches.","The tech team has an embarrassment of riches when it comes to tools.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","robust","adjective","","/roʊˈbʌst/","Strong and healthy; vigorous and sturdy.","Senegal is a robust, tactically mature side.","The economy showed robust growth in the final quarter.","We need a robust security system to protect user data.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","well-drilled","adjective","","/wɛl drɪld/","Trained or organized to perform tasks very efficiently.","Austria is a well-drilled side that relies on aggressive pressing.","The orchestra was well-drilled and played flawlessly.","A well-drilled defense is hard to break down.","","C1"
"AllEnglish::LEP::EP[BONUS]FIFAWORLDCUP2026PREVIEWMEGARAMBLE","flair","noun","","/flɛər/","A special or instinctive aptitude for doing something well.","Algeria brings significant flair and speed to the group stage.","She designed the interior with wonderful artistic flair.","His attacking flair makes him a fan favorite.","","C1"
